"Year","Economic activity","Occupational group","Sex","Earnings and working hours","Mean","10%","20%","25% (1st quartile)","30%","40%","50% (median)","60%","70%","75% (3rd quartile)","80%","90%","Observations","Weighted bservations"
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Total earnings",553,452,485,498,511,527,538,561,593,618,627,674,80,130
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Total","Hours paid",213.8,197.8,203.7,205.6,207.2,210.0,212.2,213.7,215.2,219.4,224.0,236.8,80.0,130.0
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Total earnings",580,474,509,520,528,542,576,607,635,640,647,705,120,230
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Total","Hours paid",222.9,197.8,205.6,208.1,210.0,212.9,215.0,225.8,236.5,242.0,249.6,257.9,120.0,230.0
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Water supply; sewerage, waste management etc. (E)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Total","Total","Total earnings",719,506,567,579,598,652,706,725,765,780,841,1017,420,1860
"2016","Construction (F)","Total","Total","Hours paid",195.7,162.5,173.3,175.8,179.4,189.4,192.1,200.1,203.8,209.2,211.8,232.5,420.0,1860.0
"2016","Construction (F)","Total","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Total","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Total","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Total","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Managers (1)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Professionals (2)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Technicians and associate professionals (3)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Clerks (4)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Service workers and shop and market sales workers (5)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft and related trades workers (7)","Total","Total earnings",693,523,567,579,598,637,696,718,735,765,787,919,180,1240
"2016","Construction (F)","Craft and related trades workers (7)","Total","Hours paid",199.5,167.6,185.6,187.4,189.4,192.1,196.6,200.6,203.0,207.0,212.8,239.7,180.0,1240.0
"2016","Construction (F)","Craft and related trades workers (7)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft and related trades workers (7)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft and related trades workers (7)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft and related trades workers (7)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Total","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Total","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Plant and machine operators and assemblers (8)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Elementary occupations (9)","Total","Total earnings",575,363,441,480,505,550,615,615,660,660,687,726,80,210
"2016","Construction (F)","Elementary occupations (9)","Total","Hours paid",206.2,177.1,188.6,188.6,192.4,209.2,209.2,210.2,213.4,220.8,225.3,234.0,80.0,210.0
"2016","Construction (F)","Elementary occupations (9)","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Elementary occupations (9)","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Elementary occupations (9)","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Elementary occupations (9)","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft workers","Total","Total earnings",700,544,571,584,598,652,706,722,726,765,780,894,150,1090
"2016","Construction (F)","Craft workers","Total","Hours paid",198.1,165.4,185.6,187.0,189.4,192.1,196.6,200.1,203.0,206.2,209.5,232.1,150.0,1090.0
"2016","Construction (F)","Craft workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","Craft workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","General, machine and specialized workers","Total","Total earnings",606,418,448,494,523,540,608,626,675,720,726,836,140,410
"2016","Construction (F)","General, machine and specialized workers","Total","Hours paid",207.3,175.8,188.6,190.1,190.8,200.6,206.5,210.2,216.3,220.2,229.0,237.9,140.0,410.0
"2016","Construction (F)","General, machine and specialized workers","Men","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","General, machine and specialized workers","Men","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","General, machine and specialized workers","Women","Total earnings",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Construction (F)","General, machine and specialized workers","Women","Hours paid",.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Total","Total earnings",621,367,429,452,474,515,551,599,661,698,754,895,2490,7370
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Total","Hours paid",180.5,162.5,162.5,165.2,170.5,173.3,174.5,179.7,186.7,190.6,194.9,207.3,2490.0,7370.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Men","Total earnings",650,393,453,479,505,533,576,620,686,721,770,925,1580,5300
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Men","Hours paid",183.3,162.5,162.5,167.8,171.7,173.6,178.8,185.0,191.8,194.7,197.8,211.0,1580.0,5300.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Women","Total earnings",546,316,360,388,415,459,485,529,588,618,662,828,900,2080
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Total","Women","Hours paid",173.3,161.8,162.5,162.5,164.7,170.5,171.8,173.4,174.3,175.9,178.3,189.9,900.0,2080.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Total","Total earnings",1050,537,644,690,750,802,888,997,1088,1213,1276,1767,370,1020
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Total","Hours paid",170.4,162.5,162.5,162.5,162.5,162.5,171.2,171.3,173.3,173.4,174.5,181.2,370.0,1020.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Men","Total earnings",1077,592,683,736,762,817,888,996,1073,1230,1333,1950,260,820
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Men","Hours paid",170.3,162.5,162.5,162.5,162.5,162.5,171.2,171.5,173.3,173.4,174.8,181.2,260.0,820.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Women","Total earnings",940,492,518,546,604,675,794,1022,1195,1209,1261,1732,110,200
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Managers (1)","Women","Hours paid",170.8,162.5,162.5,162.5,162.5,168.2,171.2,171.3,172.3,173.3,173.4,177.5,110.0,200.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Total","Total earnings",740,512,589,618,646,682,728,764,813,853,863,979,110,540
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Total","Hours paid",171.8,162.5,162.5,164.9,167.5,173.1,173.3,173.4,173.4,173.4,176.0,179.7,110.0,540.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Men","Total earnings",774,512,646,657,660,698,760,802,820,853,888,1030,50,230
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Men","Hours paid",174.2,162.5,162.5,168.9,173.1,173.3,173.4,173.4,176.0,176.7,176.7,185.3,50.0,230.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Women","Total earnings",714,504,554,591,618,672,700,764,806,813,853,919,60,310
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Professionals (2)","Women","Hours paid",170.0,162.5,162.5,164.9,165.7,171.3,173.3,173.4,173.4,173.4,173.4,178.9,60.0,310.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Total","Total earnings",636,416,491,521,532,573,610,646,721,756,782,876,200,770
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Total","Hours paid",170.6,162.5,162.5,162.5,162.5,162.5,164.5,171.2,173.4,173.4,173.9,180.4,200.0,770.0
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Men","Total earnings",701,491,580,597,610,638,664,752,782,795,861,920,100,380
"2016","Wholesale and retail trade; repair of motor vehicles (G)","Technicians and associate professionals (3)","Men","Hours paid",172.0,162.5,162.5,162.5,162.5,162.5,165.4,173.3,173.9,173.9,180.4,200.4,100.0,380.0
