Year,Quarter,Region,Sex,Age,employment_description,Rate
2008,Q4,Capital region,Males,16-24,underemployment,0.124
2008,Q4,Capital region,Males,25-54,underemployment,0.015
2008,Q4,Capital region,Males,55-74,underemployment,0.0
2008,Q4,Capital region,Males,16-64,underemployment,0.028
2008,Q4,Capital region,Males,25-64,underemployment,0.012
2008,Q4,Capital region,Females,16-74,underemployment,0.059
2008,Q4,Capital region,Females,16-24,underemployment,0.125
2008,Q4,Capital region,Females,25-54,underemployment,0.041
2008,Q4,Capital region,Females,55-74,underemployment,0.057
2008,Q4,Capital region,Females,16-64,underemployment,0.06
2008,Q4,Capital region,Females,25-64,underemployment,0.046
2008,Q4,Outside Capital region,Total,16-74,underemployment,0.059
2008,Q4,Outside Capital region,Total,16-24,underemployment,0.138
2008,Q4,Outside Capital region,Total,25-54,underemployment,0.049
2008,Q4,Outside Capital region,Total,55-74,underemployment,0.035
2008,Q4,Outside Capital region,Total,16-64,underemployment,0.061
2008,Q4,Outside Capital region,Total,25-64,underemployment,0.048
2008,Q4,Outside Capital region,Males,16-74,underemployment,0.038
2008,Q4,Outside Capital region,Males,16-24,underemployment,0.127
2008,Q4,Outside Capital region,Males,25-54,underemployment,0.029
2008,Q4,Outside Capital region,Males,55-74,underemployment,0.012
2008,Q4,Outside Capital region,Males,16-64,underemployment,0.041
2008,Q4,Outside Capital region,Males,25-64,underemployment,0.027
2008,Q4,Outside Capital region,Females,16-74,underemployment,0.08
2008,Q4,Outside Capital region,Females,16-24,underemployment,0.148
2008,Q4,Outside Capital region,Females,25-54,underemployment,0.07
2008,Q4,Outside Capital region,Females,55-74,underemployment,0.063
2008,Q4,Outside Capital region,Females,16-64,underemployment,0.082
2008,Q4,Outside Capital region,Females,25-64,underemployment,0.071
2009,Q1,Total,Total,16-74,underemployment,0.065
2009,Q1,Total,Total,16-24,underemployment,0.18
2009,Q1,Total,Total,25-54,underemployment,0.054
2009,Q1,Total,Total,55-74,underemployment,0.02
2009,Q1,Total,Total,16-64,underemployment,0.066
2009,Q1,Total,Total,25-64,underemployment,0.047
2009,Q1,Total,Males,16-74,underemployment,0.046
2009,Q1,Total,Males,16-24,underemployment,0.14
2009,Q1,Total,Males,25-54,underemployment,0.038
2009,Q1,Total,Males,55-74,underemployment,0.012
2009,Q1,Total,Males,16-64,underemployment,0.045
2009,Q1,Total,Males,25-64,underemployment,0.031
2009,Q1,Total,Females,16-74,underemployment,0.086
2009,Q1,Total,Females,16-24,underemployment,0.215
2009,Q1,Total,Females,25-54,underemployment,0.071
2009,Q1,Total,Females,55-74,underemployment,0.03
2009,Q1,Total,Females,16-64,underemployment,0.089
2009,Q1,Total,Females,25-64,underemployment,0.064
2009,Q1,Capital region,Total,16-74,underemployment,0.06
2009,Q1,Capital region,Total,16-24,underemployment,0.156
2009,Q1,Capital region,Total,25-54,underemployment,0.048
2009,Q1,Capital region,Total,55-74,underemployment,0.027
2009,Q1,Capital region,Total,16-64,underemployment,0.06
2009,Q1,Capital region,Total,25-64,underemployment,0.043
2009,Q1,Capital region,Males,16-74,underemployment,0.048
2009,Q1,Capital region,Males,16-24,underemployment,0.134
2009,Q1,Capital region,Males,25-54,underemployment,0.04
2009,Q1,Capital region,Males,55-74,underemployment,0.018
2009,Q1,Capital region,Males,16-64,underemployment,0.046
2009,Q1,Capital region,Males,25-64,underemployment,0.032
2009,Q1,Capital region,Females,16-74,underemployment,0.073
2009,Q1,Capital region,Females,16-24,underemployment,0.175
2009,Q1,Capital region,Females,25-54,underemployment,0.056
2009,Q1,Capital region,Females,55-74,underemployment,0.038
2009,Q1,Capital region,Females,16-64,underemployment,0.076
2009,Q1,Capital region,Females,25-64,underemployment,0.055
2009,Q1,Outside Capital region,Total,16-74,underemployment,0.075
2009,Q1,Outside Capital region,Total,16-24,underemployment,0.236
2009,Q1,Outside Capital region,Total,25-54,underemployment,0.065
2009,Q1,Outside Capital region,Total,55-74,underemployment,0.006
2009,Q1,Outside Capital region,Total,16-64,underemployment,0.078
2009,Q1,Outside Capital region,Total,25-64,underemployment,0.054
2009,Q1,Outside Capital region,Males,16-74,underemployment,0.041
2009,Q1,Outside Capital region,Males,16-24,underemployment,0.154
2009,Q1,Outside Capital region,Males,25-54,underemployment,0.034
2009,Q1,Outside Capital region,Males,55-74,underemployment,0.0
2009,Q1,Outside Capital region,Males,16-64,underemployment,0.043
2009,Q1,Outside Capital region,Males,25-64,underemployment,0.027
2009,Q1,Outside Capital region,Females,16-74,underemployment,0.111
2009,Q1,Outside Capital region,Females,16-24,underemployment,0.315
2009,Q1,Outside Capital region,Females,25-54,underemployment,0.097
2009,Q1,Outside Capital region,Females,55-74,underemployment,0.014
2009,Q1,Outside Capital region,Females,16-64,underemployment,0.113
2009,Q1,Outside Capital region,Females,25-64,underemployment,0.082
2009,Q2,Total,Total,16-74,underemployment,0.069
2009,Q2,Total,Total,16-24,underemployment,0.214
2009,Q2,Total,Total,25-54,underemployment,0.044
2009,Q2,Total,Total,55-74,underemployment,0.037
2009,Q2,Total,Total,16-64,underemployment,0.071
2009,Q2,Total,Total,25-64,underemployment,0.043
2009,Q2,Total,Males,16-74,underemployment,0.052
2009,Q2,Total,Males,16-24,underemployment,0.176
2009,Q2,Total,Males,25-54,underemployment,0.03
2009,Q2,Total,Males,55-74,underemployment,0.036
2009,Q2,Total,Males,16-64,underemployment,0.053
2009,Q2,Total,Males,25-64,underemployment,0.032
2009,Q2,Total,Females,16-74,underemployment,0.088
2009,Q2,Total,Females,16-24,underemployment,0.249
2009,Q2,Total,Females,25-54,underemployment,0.06
2009,Q2,Total,Females,55-74,underemployment,0.039
2009,Q2,Total,Females,16-64,underemployment,0.09
2009,Q2,Total,Females,25-64,underemployment,0.055
2009,Q2,Capital region,Total,16-74,underemployment,0.076
2009,Q2,Capital region,Total,16-24,underemployment,0.23
2009,Q2,Capital region,Total,25-54,underemployment,0.05
2009,Q2,Capital region,Total,55-74,underemployment,0.036
2009,Q2,Capital region,Total,16-64,underemployment,0.078
2009,Q2,Capital region,Total,25-64,underemployment,0.048
2009,Q2,Capital region,Males,16-74,underemployment,0.063
2009,Q2,Capital region,Males,16-24,underemployment,0.208
2009,Q2,Capital region,Males,25-54,underemployment,0.038
2009,Q2,Capital region,Males,55-74,underemployment,0.038
2009,Q2,Capital region,Males,16-64,underemployment,0.065
2009,Q2,Capital region,Males,25-64,underemployment,0.039
2009,Q2,Capital region,Females,16-74,underemployment,0.089
2009,Q2,Capital region,Females,16-24,underemployment,0.251
2009,Q2,Capital region,Females,25-54,underemployment,0.062
2009,Q2,Capital region,Females,55-74,underemployment,0.033
2009,Q2,Capital region,Females,16-64,underemployment,0.092
2009,Q2,Capital region,Females,25-64,underemployment,0.058
2009,Q2,Outside Capital region,Total,16-74,underemployment,0.058
2009,Q2,Outside Capital region,Total,16-24,underemployment,0.184
2009,Q2,Outside Capital region,Total,25-54,underemployment,0.033
2009,Q2,Outside Capital region,Total,55-74,underemployment,0.04
2009,Q2,Outside Capital region,Total,16-64,underemployment,0.057
2009,Q2,Outside Capital region,Total,25-64,underemployment,0.034
2009,Q2,Outside Capital region,Males,16-74,underemployment,0.033
2009,Q2,Outside Capital region,Males,16-24,underemployment,0.115
2009,Q2,Outside Capital region,Males,25-54,underemployment,0.017
2009,Q2,Outside Capital region,Males,55-74,underemployment,0.033
2009,Q2,Outside Capital region,Males,16-64,underemployment,0.034
2009,Q2,Outside Capital region,Males,25-64,underemployment,0.022
2009,Q2,Outside Capital region,Females,16-74,underemployment,0.087
2009,Q2,Outside Capital region,Females,16-24,underemployment,0.244
2009,Q2,Outside Capital region,Females,25-54,underemployment,0.055
2009,Q2,Outside Capital region,Females,55-74,underemployment,0.048
2009,Q2,Outside Capital region,Females,16-64,underemployment,0.085
2009,Q2,Outside Capital region,Females,25-64,underemployment,0.049
2009,Q3,Total,Total,16-74,underemployment,0.045
2009,Q3,Total,Total,16-24,underemployment,0.072
2009,Q3,Total,Total,25-54,underemployment,0.041
2009,Q3,Total,Total,55-74,underemployment,0.037
2009,Q3,Total,Total,16-64,underemployment,0.045
2009,Q3,Total,Total,25-64,underemployment,0.04
2009,Q3,Total,Males,16-74,underemployment,0.032
2009,Q3,Total,Males,16-24,underemployment,0.078
2009,Q3,Total,Males,25-54,underemployment,0.023
2009,Q3,Total,Males,55-74,underemployment,0.027
2009,Q3,Total,Males,16-64,underemployment,0.032
2009,Q3,Total,Males,25-64,underemployment,0.023
2009,Q3,Total,Females,16-74,underemployment,0.06
2009,Q3,Total,Females,16-24,underemployment,0.067
2009,Q3,Total,Females,25-54,underemployment,0.061
2009,Q3,Total,Females,55-74,underemployment,0.048
2009,Q3,Total,Females,16-64,underemployment,0.06
2009,Q3,Total,Females,25-64,underemployment,0.058
2009,Q3,Capital region,Total,16-74,underemployment,0.047
2009,Q3,Capital region,Total,16-24,underemployment,0.08
2009,Q3,Capital region,Total,25-54,underemployment,0.041
2009,Q3,Capital region,Total,55-74,underemployment,0.042
2009,Q3,Capital region,Total,16-64,underemployment,0.047
2009,Q3,Capital region,Total,25-64,underemployment,0.04
2009,Q3,Capital region,Males,16-74,underemployment,0.036
2009,Q3,Capital region,Males,16-24,underemployment,0.096
2009,Q3,Capital region,Males,25-54,underemployment,0.021
2009,Q3,Capital region,Males,55-74,underemployment,0.036
2009,Q3,Capital region,Males,16-64,underemployment,0.034
2009,Q3,Capital region,Males,25-64,underemployment,0.022
2009,Q3,Capital region,Females,16-74,underemployment,0.06
2009,Q3,Capital region,Females,16-24,underemployment,0.063
2009,Q3,Capital region,Females,25-54,underemployment,0.062
2009,Q3,Capital region,Females,55-74,underemployment,0.049
2009,Q3,Capital region,Females,16-64,underemployment,0.06
2009,Q3,Capital region,Females,25-64,underemployment,0.06
2009,Q3,Outside Capital region,Total,16-74,underemployment,0.041
2009,Q3,Outside Capital region,Total,16-24,underemployment,0.058
2009,Q3,Outside Capital region,Total,25-54,underemployment,0.041
2009,Q3,Outside Capital region,Total,55-74,underemployment,0.027
2009,Q3,Outside Capital region,Total,16-64,underemployment,0.042
2009,Q3,Outside Capital region,Total,25-64,underemployment,0.039
2009,Q3,Outside Capital region,Males,16-74,underemployment,0.026
2009,Q3,Outside Capital region,Males,16-24,underemployment,0.042
2009,Q3,Outside Capital region,Males,25-54,underemployment,0.027
2009,Q3,Outside Capital region,Males,55-74,underemployment,0.011
2009,Q3,Outside Capital region,Males,16-64,underemployment,0.027
2009,Q3,Outside Capital region,Males,25-64,underemployment,0.025
2009,Q3,Outside Capital region,Females,16-74,underemployment,0.06
2009,Q3,Outside Capital region,Females,16-24,underemployment,0.075
2009,Q3,Outside Capital region,Females,25-54,underemployment,0.06
2009,Q3,Outside Capital region,Females,55-74,underemployment,0.046
2009,Q3,Outside Capital region,Females,16-64,underemployment,0.059
2009,Q3,Outside Capital region,Females,25-64,underemployment,0.056
2009,Q4,Total,Total,16-74,underemployment,0.07
2009,Q4,Total,Total,16-24,underemployment,0.18
2009,Q4,Total,Total,25-54,underemployment,0.052
2009,Q4,Total,Total,55-74,underemployment,0.054
2009,Q4,Total,Total,16-64,underemployment,0.071
2009,Q4,Total,Total,25-64,underemployment,0.053
2009,Q4,Total,Males,16-74,underemployment,0.05
2009,Q4,Total,Males,16-24,underemployment,0.166
2009,Q4,Total,Males,25-54,underemployment,0.031
2009,Q4,Total,Males,55-74,underemployment,0.046
2009,Q4,Total,Males,16-64,underemployment,0.05
2009,Q4,Total,Males,25-64,underemployment,0.034
2009,Q4,Total,Females,16-74,underemployment,0.091
2009,Q4,Total,Females,16-24,underemployment,0.191
2009,Q4,Total,Females,25-54,underemployment,0.075
2009,Q4,Total,Females,55-74,underemployment,0.062
2009,Q4,Total,Females,16-64,underemployment,0.093
2009,Q4,Total,Females,25-64,underemployment,0.073
2009,Q4,Capital region,Total,16-74,underemployment,0.068
2009,Q4,Capital region,Total,16-24,underemployment,0.179
2009,Q4,Capital region,Total,25-54,underemployment,0.049
2009,Q4,Capital region,Total,55-74,underemployment,0.044
2009,Q4,Capital region,Total,16-64,underemployment,0.069
2009,Q4,Capital region,Total,25-64,underemployment,0.049
2009,Q4,Capital region,Males,16-74,underemployment,0.056
2009,Q4,Capital region,Males,16-24,underemployment,0.194
2009,Q4,Capital region,Males,25-54,underemployment,0.034
2009,Q4,Capital region,Males,55-74,underemployment,0.036
2009,Q4,Capital region,Males,16-64,underemployment,0.057
2009,Q4,Capital region,Males,25-64,underemployment,0.034
2009,Q4,Capital region,Females,16-74,underemployment,0.079
2009,Q4,Capital region,Females,16-24,underemployment,0.167
2009,Q4,Capital region,Females,25-54,underemployment,0.065
2009,Q4,Capital region,Females,55-74,underemployment,0.053
2009,Q4,Capital region,Females,16-64,underemployment,0.081
2009,Q4,Capital region,Females,25-64,underemployment,0.064
2009,Q4,Outside Capital region,Total,16-74,underemployment,0.074
2009,Q4,Outside Capital region,Total,16-24,underemployment,0.181
2009,Q4,Outside Capital region,Total,25-54,underemployment,0.057
2009,Q4,Outside Capital region,Total,55-74,underemployment,0.07
2009,Q4,Outside Capital region,Total,16-64,underemployment,0.074
2009,Q4,Outside Capital region,Total,25-64,underemployment,0.06
2009,Q4,Outside Capital region,Males,16-74,underemployment,0.038
2009,Q4,Outside Capital region,Males,16-24,underemployment,0.081
2009,Q4,Outside Capital region,Males,25-54,underemployment,0.025
2009,Q4,Outside Capital region,Males,55-74,underemployment,0.063
2009,Q4,Outside Capital region,Males,16-64,underemployment,0.038
2009,Q4,Outside Capital region,Males,25-64,underemployment,0.034
2009,Q4,Outside Capital region,Females,16-74,underemployment,0.115
2009,Q4,Outside Capital region,Females,16-24,underemployment,0.242
2009,Q4,Outside Capital region,Females,25-54,underemployment,0.097
2009,Q4,Outside Capital region,Females,55-74,underemployment,0.079
2009,Q4,Outside Capital region,Females,16-64,underemployment,0.116
2009,Q4,Outside Capital region,Females,25-64,underemployment,0.092
2010,Q1,Total,Total,16-74,underemployment,0.076
2010,Q1,Total,Total,16-24,underemployment,0.205
2010,Q1,Total,Total,25-54,underemployment,0.057
2010,Q1,Total,Total,55-74,underemployment,0.048
2010,Q1,Total,Total,16-64,underemployment,0.078
2010,Q1,Total,Total,25-64,underemployment,0.057
2010,Q1,Total,Males,16-74,underemployment,0.059
2010,Q1,Total,Males,16-24,underemployment,0.203
2010,Q1,Total,Males,25-54,underemployment,0.042
2010,Q1,Total,Males,55-74,underemployment,0.029
2010,Q1,Total,Males,16-64,underemployment,0.062
2010,Q1,Total,Males,25-64,underemployment,0.041
2010,Q1,Total,Females,16-74,underemployment,0.093
2010,Q1,Total,Females,16-24,underemployment,0.206
2010,Q1,Total,Females,25-54,underemployment,0.075
2010,Q1,Total,Females,55-74,underemployment,0.07
2010,Q1,Total,Females,16-64,underemployment,0.095
2010,Q1,Total,Females,25-64,underemployment,0.074
2010,Q1,Capital region,Total,16-74,underemployment,0.076
2010,Q1,Capital region,Total,16-24,underemployment,0.195
2010,Q1,Capital region,Total,25-54,underemployment,0.056
2010,Q1,Capital region,Total,55-74,underemployment,0.053
2010,Q1,Capital region,Total,16-64,underemployment,0.077
2010,Q1,Capital region,Total,25-64,underemployment,0.056
2010,Q1,Capital region,Males,16-74,underemployment,0.062
2010,Q1,Capital region,Males,16-24,underemployment,0.197
2010,Q1,Capital region,Males,25-54,underemployment,0.047
2010,Q1,Capital region,Males,55-74,underemployment,0.024
2010,Q1,Capital region,Males,16-64,underemployment,0.065
2010,Q1,Capital region,Males,25-64,underemployment,0.044
2010,Q1,Capital region,Females,16-74,underemployment,0.09
2010,Q1,Capital region,Females,16-24,underemployment,0.193
2010,Q1,Capital region,Females,25-54,underemployment,0.066
2010,Q1,Capital region,Females,55-74,underemployment,0.086
2010,Q1,Capital region,Females,16-64,underemployment,0.09
2010,Q1,Capital region,Females,25-64,underemployment,0.069
2010,Q1,Outside Capital region,Total,16-74,underemployment,0.076
2010,Q1,Outside Capital region,Total,16-24,underemployment,0.227
2010,Q1,Outside Capital region,Total,25-54,underemployment,0.06
2010,Q1,Outside Capital region,Total,55-74,underemployment,0.04
2010,Q1,Outside Capital region,Total,16-64,underemployment,0.079
2010,Q1,Outside Capital region,Total,25-64,underemployment,0.058
2010,Q1,Outside Capital region,Males,16-74,underemployment,0.055
2010,Q1,Outside Capital region,Males,16-24,underemployment,0.216
2010,Q1,Outside Capital region,Males,25-54,underemployment,0.033
2010,Q1,Outside Capital region,Males,55-74,underemployment,0.038
2010,Q1,Outside Capital region,Males,16-64,underemployment,0.058
