Year,Quarter,Sector,Employment,Value unit,value
2015,Q1,Financial and insurance activities,Total employment,Persons,5800
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,14000
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,50800
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8600
2015,Q1,Total - All activities,Total employment,Persons,171800
2015,Q1,"Agriculture, forestry and fishing",Employees,Persons,5300
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,22900
2015,Q1,Manufacturing,Employees,Persons,20600
2015,Q1,Construction,Employees,Persons,7900
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,42300
2015,Q1,Information and communication,Employees,Persons,7300
2015,Q1,Financial and insurance activities,Employees,Persons,5800
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,12800
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,49100
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7100
2015,Q1,Total - All activities,Employees,Persons,161600
2015,Q1,"Agriculture, forestry and fishing",Self employed,Persons,2000
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2015,Q1,Manufacturing,Self employed,Persons,300
2015,Q1,Construction,Self employed,Persons,1400
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2015,Q1,Information and communication,Self employed,Persons,500
2015,Q1,Financial and insurance activities,Self employed,Persons,100
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1300
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1700
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2015,Q1,Total - All activities,Self employed,Persons,10100
2015,Q1,"Agriculture, forestry and fishing",Total employment,Jobs,8300
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,24400
2015,Q1,Manufacturing,Total employment,Jobs,21900
2015,Q1,Construction,Total employment,Jobs,10100
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,48200
2015,Q1,Information and communication,Total employment,Jobs,8700
2015,Q1,Financial and insurance activities,Total employment,Jobs,6500
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,16600
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,58700
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11600
2015,Q1,Total - All activities,Total employment,Jobs,194600
2015,Q1,"Agriculture, forestry and fishing",Employees,Jobs,5600
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,23900
2015,Q1,Manufacturing,Employees,Jobs,21400
2015,Q1,Construction,Employees,Jobs,8200
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,46200
2015,Q1,Information and communication,Employees,Jobs,7800
2015,Q1,Financial and insurance activities,Employees,Jobs,6400
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,14100
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,55100
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8800
2015,Q1,Total - All activities,Employees,Jobs,177500
2015,Q1,"Agriculture, forestry and fishing",Self employed,Jobs,2700
2015,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2015,Q1,Manufacturing,Self employed,Jobs,500
2015,Q1,Construction,Self employed,Jobs,1800
2015,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,2000
2015,Q1,Information and communication,Self employed,Jobs,900
2015,Q1,Financial and insurance activities,Self employed,Jobs,100
2015,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2500
2015,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3500
2015,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2800
2015,Q1,Total - All activities,Self employed,Jobs,17000
2015,Q2,"Agriculture, forestry and fishing",Total employment,Hours worked,3304400
2015,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8689000
2015,Q2,Manufacturing,Total employment,Hours worked,7721300
2015,Q2,Construction,Total employment,Hours worked,3593300
2015,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,16306800
2015,Q2,Information and communication,Total employment,Hours worked,2712700
2015,Q2,Financial and insurance activities,Total employment,Hours worked,2276400
2015,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,5123700
2015,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,18391600
2015,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2703100
2015,Q2,Total - All activities,Total employment,Hours worked,63506100
